scenario,n_runs_setting,base_seed,agent_setup,tau,beta,fx_cost,n_observations,final_gap_mean,final_gap_std,recovery_time_mean,recovery_time_std,recovery_b_mean,recovery_b_std,vol_before_mean,vol_after_mean
strong_spillover,50,242,low_agents,0.0,0.6,0.001,50,7.295600000000008,0.8688537135273139,0.26,0.5272183453498839,1.1,0.5050762722761054,0.0004510188062630097,0.0032868054245743946
strong_spillover,100,42,baseline_agents,0.0,0.6,0.001,100,2.519710000000004,1.8667233719471557,8.897435897435898,19.292411362946222,10.97,8.879046950403783,0.0005401418568963844,0.006883577612733624
strong_spillover,100,42,high_agents,0.0,0.6,0.001,100,3.9045500000000084,0.10558613459248309,20.36,2.451633139461337,64.76,4.465626292225782,0.00028389839258894886,0.0009881844378342346
strong_spillover,100,42,low_agents,0.0,0.6,0.001,100,7.126900000000009,0.7884029311324138,0.26,0.5245488682206026,1.14,0.4927760980691767,0.00045003770222722665,0.003245372751234368
strong_spillover,100,142,baseline_agents,0.0,0.6,0.001,100,2.596540000000002,1.923786120853332,6.506024096385542,5.232108873839015,10.26,8.101153428289509,0.0005413431414565714,0.007681031027364099
strong_spillover,100,142,high_agents,0.0,0.6,0.001,100,3.8911500000000077,0.0893507869652709,20.81,2.5611510985287356,64.92,4.507412525692282,0.0002803845725874364,0.0009858961046796144
strong_spillover,100,142,low_agents,0.0,0.6,0.001,100,7.159900000000009,0.87403799353427,0.36,0.5949280577846318,1.1,0.36237153766973934,0.00042966967459971825,0.0045171753080122425
strong_spillover,100,242,baseline_agents,0.0,0.6,0.001,100,2.522220000000002,1.949499664275459,5.855263157894737,5.0058737428968945,11.04,8.782351448769115,0.0006104847461222368,0.007075471398206959
strong_spillover,100,242,high_agents,0.0,0.6,0.001,100,3.8930000000000087,0.10800888478231398,20.72,2.3744430500603277,64.87,4.672409885852712,0.00028071293465689243,0.0009912488487550013
strong_spillover,100,242,low_agents,0.0,0.6,0.001,100,7.35780000000001,0.8905639797455331,0.29,0.49838121792844325,1.1,0.46056618647183833,0.00044505116008879136,0.00399565396500998
